seed,resource_scaled,epsilon,mean_chi,mean_worstcase_loss_pct
2030,Rare earths,0.0,0.045247995317788024,8.592064440466748
2031,Rare earths,0.0,0.042390114557720814,7.50484260033638
2032,Rare earths,0.0,0.044123841328320285,8.16728647557192
2033,Rare earths,0.0,0.038897132467470764,7.5690763582057725
2034,Rare earths,0.0,0.045823762755547885,8.908909765631646
2035,Rare earths,0.0,0.05336930032277902,10.086033627647875
2036,Rare earths,0.0,0.04513468592841226,9.062634030537842
2037,Rare earths,0.0,0.04285172236756813,7.624529478634142
2038,Rare earths,0.0,0.04661616621229035,8.971252124559356
2039,Rare earths,0.0,0.04487029559287177,8.586857665702833
2040,Rare earths,0.0,0.04699243222736338,9.357170753336524
2041,Rare earths,0.0,0.04469339876230573,7.762802554192274
2042,Rare earths,0.0,0.04607451166682103,9.09501626708493
2043,Rare earths,0.0,0.04455781075071384,9.233363560654709
2044,Rare earths,0.0,0.04672309842407966,9.824830668476942
2045,Rare earths,0.0,0.03892158676848158,9.060077123498619
2046,Rare earths,0.0,0.03779601396408293,8.267025218198665
2047,Rare earths,0.0,0.041301484953399026,7.96404196100895
2048,Rare earths,0.0,0.04214200473502411,7.661622614916771
2049,Rare earths,0.0,0.046320840264142495,9.730382500903946
2050,Rare earths,0.0,0.04381027380992246,8.95510040588773
2051,Rare earths,0.0,0.04236173205175666,7.194653247581516
2052,Rare earths,0.0,0.0440593919280134,8.306562102771325
2053,Rare earths,0.0,0.04371269169032334,8.692157777900533
2054,Rare earths,0.0,0.04396462353947177,8.630503363162187
2055,Rare earths,0.0,0.04090369159602185,8.195526474643879
2056,Rare earths,0.0,0.037400434610229044,8.281978361446184
2057,Rare earths,0.0,0.041779402485655745,8.414840985632768
2058,Rare earths,0.0,0.04668965336699861,8.062360534781185
2059,Rare earths,0.0,0.04812461027047776,8.896031600698768
2060,Rare earths,0.0,0.04174235456576099,8.452089045426046
2061,Rare earths,0.0,0.044157014702278605,8.746130597670225
2062,Rare earths,0.0,0.04624773831641984,8.627146657397283
2063,Rare earths,0.0,0.04455324106196062,7.905596994300962
2064,Rare earths,0.0,0.04533162882171677,8.63683036690074
2065,Rare earths,0.0,0.04875683074744416,8.589271600352445
2066,Rare earths,0.0,0.04534031158943574,7.58517051772621
2067,Rare earths,0.0,0.04652749444860478,8.928577643762445
2068,Rare earths,0.0,0.03806550012618398,7.829453829237126
2069,Rare earths,0.0,0.044552060416691366,9.398185733595659
2070,Rare earths,0.0,0.04643063334810633,8.596678072385597
2071,Rare earths,0.0,0.042299646639372974,8.245499910746911
