seed,resource,marginal_benefit_pp
2136,Graphite,0.6966216561928587
2136,Rare earths,0.8157169864307594
2136,Copper,0.23644894070208622
2137,Lithium,0.055478922237753636
2137,Nickel,0.006930054411167674
2137,Cobalt,0.012687871489269753
2137,Graphite,0.6596494590767517
2137,Rare earths,0.9475677168278871
2137,Copper,0.3778895070993009
2138,Lithium,0.028545130057621826
2138,Nickel,0.04297757141718339
2138,Cobalt,0.007080536549873173
2138,Graphite,0.4941398070918517
2138,Rare earths,0.7487240367248207
2138,Copper,0.12955103960002923
2139,Lithium,0.028813705269370438
2139,Nickel,0.029344090978213444
2139,Cobalt,0.004184524923276811
2139,Graphite,0.5243264926900757
2139,Rare earths,0.7677557034455509
2139,Copper,0.15195542473095092
2140,Lithium,0.047123531310180766
2140,Nickel,0.013163194308408066
2140,Cobalt,0.023386244690566826
2140,Graphite,0.6795218787213386
2140,Rare earths,1.1597432427452077
2140,Copper,0.09185446185372825
2141,Lithium,0.028359334509801215
2141,Nickel,0.012643814141172882
2141,Cobalt,0.004243404662256367
2141,Graphite,0.6496288771133472
2141,Rare earths,1.0416592069392259
2141,Copper,0.18549592087720335
2142,Lithium,0.030066601131677473
2142,Nickel,0.026430343781276733
2142,Cobalt,0.002737094288374209
2142,Graphite,0.6127175254783168
2142,Rare earths,0.8289810455583613
2142,Copper,0.11509046020839797
2143,Lithium,0.03572304174817198
2143,Nickel,0.021180312443920712
2143,Cobalt,0.0032490700826812713
2143,Graphite,0.5304021243750308
2143,Rare earths,0.9751419093302403
2143,Copper,0.19998223269133675
2144,Lithium,0.042597700558694385
2144,Nickel,0.0028528657202944174
2144,Cobalt,0.0012712488971011737
2144,Graphite,0.6425341665020898
2144,Rare earths,0.8374884809297267
2144,Copper,0.22860040090375477
2145,Lithium,0.04248964855442949
2145,Nickel,0.009090517088555572
2145,Cobalt,0.00475616661189715
2145,Graphite,0.5965104260980052
2145,Rare earths,0.9068908746423503
2145,Copper,0.0943643371539249
2146,Lithium,0.0333213376511905
2146,Nickel,0.00573501097663609
2146,Cobalt,0.0027904920788
2146,Graphite,0.5570457862269755
2146,Rare earths,0.658998232171955
2146,Copper,0.2041080771806767
2147,Lithium,0.07091476253546602
2147,Nickel,0.025535451172341794
2147,Cobalt,0.00129839481884364
2147,Graphite,0.5450764652663924
2147,Rare earths,0.791484775397084
2147,Copper,0.15562064673987663
2148,Lithium,0.057607629771254665
2148,Nickel,0.02793895664951407
2148,Cobalt,0.0030686845292189346
2148,Graphite,0.5707857179155669
2148,Rare earths,0.7585310387843034
2148,Copper,0.16888304178164848
2149,Lithium,0.04827489478718583
2149,Nickel,0.017287323298349477
2149,Cobalt,0.0029669202098077108
2149,Graphite,0.5377725010378427
2149,Rare earths,0.9583265523153717
2149,Copper,0.06020859318834049
2150,Lithium,0.03089714571921931
2150,Nickel,0.04292261808573716
2150,Cobalt,0.0024684333114137758
2150,Graphite,0.6487642316174362
2150,Rare earths,0.9191420235327268
2150,Copper,0.086217661604854
2151,Lithium,0.029642457258138855
2151,Nickel,0.01776233170402719
2151,Cobalt,0.004320542786653725
2151,Graphite,0.5311474531891802
2151,Rare earths,0.7449287443294788
2151,Copper,0.08088173502663132
2152,Lithium,0.03950872037848008
2152,Nickel,0.04418320868171932
2152,Cobalt,0.012252705914010065
2152,Graphite,0.6745970676966202
2152,Rare earths,0.8125573510125523
2152,Copper,0.17777814885086052
2153,Lithium,0.03675743025667977
2153,Nickel,0.02680961639206103
2153,Cobalt,0.006781817557278913
2153,Graphite,0.6246180408227051
2153,Rare earths,0.8527281979653205
2153,Copper,0.19548003090377186
2154,Lithium,0.06861505805086132
2154,Nickel,0.024900583373476337
2154,Cobalt,0.007794669002342047
2154,Graphite,0.5109865758881842
2154,Rare earths,0.9665762982190476
2154,Copper,0.19237617208961133
2155,Lithium,0.03574099119483165
2155,Nickel,0.030014811580329592
2155,Cobalt,0.0015180113539727813
2155,Graphite,0.632024633933975
2155,Rare earths,0.9719102786220777
2155,Copper,0.17278415231660915
2156,Lithium,0.036110642004654636
2156,Nickel,0.01516454622360719
2156,Cobalt,0.004010773596831996
2156,Graphite,0.5987505250598053
2156,Rare earths,1.0346255737682828
2156,Copper,0.14016912864907738
2157,Lithium,0.06140487840955444
2157,Nickel,0.019540831566500216
2157,Cobalt,0.007953179762345997
2157,Graphite,0.5226957709351305
2157,Rare earths,0.8558012606892742
2157,Copper,0.2923314437004656
2158,Lithium,0.039030934448588184
2158,Nickel,0.014735099424214582
2158,Cobalt,0.007622009759179704
2158,Graphite,0.6349259105734006
2158,Rare earths,0.9334561414729272
2158,Copper,0.13387956729134487
2159,Lithium,0.05157224068778632
2159,Nickel,0.011397079914504005
2159,Cobalt,0.003471598716952684
2159,Graphite,0.6704352669340601
2159,Rare earths,0.939406706151459
2159,Copper,0.3100042323250509
2160,Lithium,0.05220629935199206
2160,Nickel,0.010591074901878272
2160,Cobalt,0.003436255961954515
2160,Graphite,0.7022883159596471
2160,Rare earths,1.1859191478076738
2160,Copper,0.08958342403331443
