seed,economy,resource,resource_channel_loss_pct,contribution_share
2077,Italy,Cobalt,2.220818705803768,0.08376866510770832
2077,Italy,Graphite,7.964304820011965,0.3004113670061278
2077,Italy,Rare earths,6.69589244014219,0.2525672041349731
2077,Italy,Copper,4.091589765376683,0.15433363016902263
2077,Netherlands,Lithium,3.009550536122594,0.10854345467763445
2077,Netherlands,Nickel,2.801514938114962,0.1010403733262349
2077,Netherlands,Cobalt,2.4717349120705867,0.08914641677661188
2077,Netherlands,Graphite,8.30926279795599,0.29968464695611624
2077,Netherlands,Rare earths,7.049399816190486,0.25424600792349933
2077,Netherlands,Copper,4.085225311251721,0.14733910033990316
2077,Spain,Lithium,3.2888558200938816,0.10736272818827475
2077,Spain,Nickel,3.0183389432023917,0.09853186678456233
2077,Spain,Cobalt,2.4495504908403047,0.07996410846737437
2077,Spain,Graphite,9.292394749878845,0.3033446603691235
2077,Spain,Rare earths,7.8164323076183955,0.2551627505583166
2077,Spain,Copper,4.767552196216224,0.15563388563234845
2077,Sweden,Lithium,2.829778478554682,0.1086158512328686
2077,Sweden,Nickel,2.8237083659106847,0.10838286110416995
2077,Sweden,Cobalt,2.5850489423645873,0.09922235732634599
2077,Sweden,Graphite,7.614393368609594,0.2922645089080811
2077,Sweden,Rare earths,6.452933994873687,0.24768402336592196
2077,Sweden,Copper,3.7472262140350248,0.14383039806261244
2077,Denmark,Lithium,2.6970898332099744,0.10951764227881002
2077,Denmark,Nickel,2.5941141630806914,0.10533622701196392
2077,Denmark,Cobalt,2.4136581585318333,0.09800865641720778
2077,Denmark,Graphite,7.26752358801491,0.2951040186962384
2077,Denmark,Rare earths,6.167478111453876,0.2504357301175631
2077,Denmark,Copper,3.487125707296637,0.14159772547821678
2077,Finland,Lithium,2.588516658439451,0.10935817688210045
2077,Finland,Nickel,2.27563294900171,0.09613964420290635
2077,Finland,Cobalt,2.023091885834412,0.08547043326087869
2077,Finland,Graphite,7.137142507381724,0.301525929999444
2077,Finland,Rare earths,6.038092650988215,0.25509389789106734
2077,Finland,Copper,3.607602095462191,0.15241191776360322
2078,France,Lithium,2.922944920733899,0.13509513171070042
2078,France,Nickel,2.021136806988137,0.09341460429464746
2078,France,Cobalt,1.5054085289441315,0.06957824010075968
2078,France,Graphite,6.2332478964295035,0.2880935044585645
2078,France,Rare earths,5.810447046760211,0.26855213846555503
2078,France,Copper,3.1430120762476137,0.14526638096977293
2078,Germany,Lithium,3.3037275330281366,0.1347227247321754
2078,Germany,Nickel,2.379676398639887,0.09704083802327458
2078,Germany,Cobalt,1.768505814642211,0.07211790914092461
2078,Germany,Graphite,7.066351161661786,0.28815877607826346
2078,Germany,Rare earths,6.60077307065436,0.2691729643340869
2078,Germany,Copper,3.403388200674437,0.13878678769127506
2078,Italy,Lithium,3.594680741134276,0.1328304118193405
2078,Italy,Nickel,2.71561944888846,0.10034739542033515
2078,Italy,Cobalt,1.8767067004126705,0.06934794543152419
2078,Italy,Graphite,7.69341764588053,0.28428667461523505
2078,Italy,Rare earths,7.140628000292615,0.2638600271434096
2078,Italy,Copper,4.04112917237626,0.14932754557015557
2078,Netherlands,Lithium,3.543822603584484,0.13355001204972486
2078,Netherlands,Nickel,2.5489733517492748,0.09605882119952107
2078,Netherlands,Cobalt,1.7599440062934062,0.06632401492376849
2078,Netherlands,Graphite,7.7077009335261195,0.2904670091293267
2078,Netherlands,Rare earths,7.193171995553956,0.271076832601695
2078,Netherlands,Copper,3.7819339744252614,0.14252331009596386
2078,Spain,Lithium,3.945100620793379,0.1330673196591224
2078,Spain,Nickel,2.961580536741756,0.09989341764864725
2078,Spain,Cobalt,2.0304906059117456,0.06848797242270754
2078,Spain,Graphite,8.50346822144705,0.2868199908693144
2078,Spain,Rare earths,7.9088836326855745,0.2667647919929928
2078,Spain,Copper,4.297880650421945,0.1449665074072155
2078,Sweden,Lithium,3.2350224632013975,0.13550185421520758
2078,Sweden,Nickel,2.246791196915568,0.09410889002457962
2078,Sweden,Cobalt,1.739519984287338,0.07286137453341972
2078,Sweden,Graphite,6.850890550703167,0.2869557733231516
2078,Sweden,Rare earths,6.3947669873178565,0.26785062357751604
2078,Sweden,Copper,3.4073866402091184,0.14272148432612541
2078,Denmark,Lithium,3.2073566864007708,0.1342446299002325
2078,Denmark,Nickel,2.353444292684728,0.09850393609225111
2078,Denmark,Cobalt,1.754708559265357,0.07344371834917084
2078,Denmark,Graphite,6.8669081167957735,0.2874159717273688
2078,Denmark,Rare earths,6.421148030760018,0.26875858384535
2078,Denmark,Copper,3.288315045444794,0.13763316008562673
2078,Finland,Lithium,2.970179400749584,0.13290729787674943
2078,Finland,Nickel,2.287889866904721,0.10237673184763264
2078,Finland,Cobalt,1.6856279173458455,0.0754271784605031
2078,Finland,Graphite,6.310313139288964,0.28236902723363605
2078,Finland,Rare earths,5.880763439142812,0.2631478684255906
2078,Finland,Copper,3.212978754296312,0.14377189615588815
2079,France,Lithium,2.833476803798953,0.1406591522270366
2079,France,Nickel,2.33609476720503,0.11596816640126303
2079,France,Cobalt,2.2112951383033748,0.10977287658063703
2079,France,Graphite,5.200463907624651,0.2581608726964147
2079,France,Rare earths,4.494789083841008,0.2231298386225555
2079,France,Copper,3.0681564372308943,0.1523090934720932
2079,Germany,Lithium,2.9731961449183526,0.14218500032376488
2079,Germany,Nickel,2.3001473133960557,0.10999827477204878
2079,Germany,Cobalt,2.2207357656691253,0.10620063398788372
2079,Germany,Graphite,5.439095973780486,0.2601099372857568
2079,Germany,Rare earths,4.714965630993757,0.22548037771244908
2079,Germany,Copper,3.2626172550638906,0.1560257759180968
2079,Italy,Lithium,3.2550420756054996,0.14242581921320172
2079,Italy,Nickel,2.373046159328174,0.10383369413441021
2079,Italy,Cobalt,2.3136587615456152,0.10123517203126724
2079,Italy,Graphite,6.058494318970392,0.2650921237069949
2079,Italy,Rare earths,5.184977166642653,0.2268709907301137
2079,Italy,Copper,3.6690792399584997,0.16054220018401222
2079,Netherlands,Lithium,3.422964202819097,0.14054885591164895
